text,length,ind,aspects,polarities
Hats off to the chef.,1,0,food,positive
They even have a section in the menu called American Chinese food!,1,0,food,negative
I have eaten at many pizza places around NYC and this is hands down the worst.,1,0,anecdotes/miscellaneous,negative
It's a rather cramped and busy restaurant and it closes early.,1,0,ambience,negative
"The food was below average, the service was pathetic, there was no ambience at all.",3,0,food,negative
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",2,0,food,negative
I was there on sat.,1,0,anecdotes/miscellaneous,neutral
The sushi was awful!,1,0,food,negative
At first i was rolling my ideas of yet another French place on the UES.,1,0,anecdotes/miscellaneous,neutral
I was glad I did.,1,0,anecdotes/miscellaneous,positive
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,1,0,service,positive
The food was bland oily.,1,0,food,negative
The ambience is authentic and relaxing and we have always received attentive and prompt service.,2,0,ambience,positive
We had a great time at the Jekyll and hyde Pub last night.,1,0,anecdotes/miscellaneous,positive
THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!,1,0,anecdotes/miscellaneous,positive
I was pleasantly surprised to find this gem in Hoboken.,1,0,anecdotes/miscellaneous,positive
I've been many time and have never been disappointed.,1,0,anecdotes/miscellaneous,positive
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",2,0,food,positive
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",1,0,service,negative
The wine list is excellent.,1,0,food,positive
I plan on eating here more often.,1,0,anecdotes/miscellaneous,positive
I am bringing my whole family back next time.,1,0,anecdotes/miscellaneous,positive
This was the worst dining experience I've ever had.,1,0,anecdotes/miscellaneous,negative
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",2,0,food,negative
This is an amazing place to try some roti rolls.,1,0,food,positive
The only thing the waiters don't do for you is wipe your chin when you leave.,1,0,service,positive
"It's usually packed for good reason, esp.",1,0,anecdotes/miscellaneous,neutral
I've been to Naples 45 for dinner twice.,1,0,anecdotes/miscellaneous,neutral
They even scoop it out nice  for those on a diet  not too much not to little.,1,0,service,positive
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",1,0,food,negative
Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,1,0,anecdotes/miscellaneous,negative
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,1,0,anecdotes/miscellaneous,positive
I'm saving up for my next visit.,1,0,anecdotes/miscellaneous,positive
i actually feel like i should keep it a secret.,1,0,anecdotes/miscellaneous,neutral
"I'm from sichuan, this is the restaurant I recommend going.",1,0,anecdotes/miscellaneous,positive
After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,1,0,anecdotes/miscellaneous,positive
This food is asian-air fusion.,1,0,food,neutral
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,1,0,anecdotes/miscellaneous,neutral
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,1,0,anecdotes/miscellaneous,neutral
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",1,0,food,positive
"I am completely hooked on this place, it is ridiculous.",1,0,anecdotes/miscellaneous,positive
I have been to Casimir over 5 times and I have always had a great time there.,1,0,anecdotes/miscellaneous,positive
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",2,0,service,positive
They used shredded cheese on top!,1,0,food,neutral
"But don't ever order bacon late at nite  either platter or in sandwiches, for that matter don't from any take out place  as it is from the morning frying turns out hard almost like bacos, hurt my molars.",1,0,food,negative
I loved it and would HIGHLY RECOMMEND.,1,0,anecdotes/miscellaneous,positive
And comparing it to the Chinatown restaurants is simply not fair.,1,0,anecdotes/miscellaneous,neutral
They have a very diverse menu so its something for everybody.,1,0,food,positive
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",2,0,anecdotes/miscellaneous,positive
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",1,0,food,positive
It could have been handled better.,1,0,anecdotes/miscellaneous,negative
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it  the sauce was translucent and red .",1,0,food,negative
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",1,0,food,positive
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",2,0,price,positive
"The food is very good for it's price, better than most fried dumplings I've had.",2,0,food,positive
The dinner menu is diverse and top-notch as well.,1,0,food,positive
I stumbled upon this great pizzeria as I explored my new neighborhood.,1,0,anecdotes/miscellaneous,positive
"Good crowd, good outdoor seating, with a hip japanese vibe.",1,0,ambience,positive
"NO more reservations, expensive tips and annoying stuff.",1,0,service,positive
Three of us arrived for dinner about 5:30 on a week night without reservations.,1,0,anecdotes/miscellaneous,neutral
"The dinner was ok, nothing I would have again.",1,0,food,negative
I went here in the afternoon with a friend.,1,0,anecdotes/miscellaneous,neutral
I came here for my friend's birthday and keep coming back ever since.,1,0,anecdotes/miscellaneous,positive
My chow fun and chow see was really bland and oily.,1,0,food,negative
And all of that won't break your bank!,1,0,price,positive
But the thai is definitely not great -- bland and indistinguished.,1,0,food,negative
P.S. Please don't tell anyone in my family i eat there.,1,0,anecdotes/miscellaneous,neutral
No one asked what was wrong as we left with nothing touched on our plates.,1,0,service,negative
I work around the corner and tried it with a colleague for the first time.,1,0,anecdotes/miscellaneous,neutral
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,1,0,service,positive
I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,1,0,anecdotes/miscellaneous,neutral
even the wine by the glass was good.,1,0,food,positive
A pleasant surprise.,1,0,anecdotes/miscellaneous,positive
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,1,0,food,positive
If you want something really different than try Jekyll and Hyde.,1,0,anecdotes/miscellaneous,positive
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",1,0,service,positive
Kenny the owner is always there and he treats my family like we are part of his family.,1,0,service,positive
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",1,0,ambience,positive
Been going here since it opened have seen the quality value decrease considerably.,1,0,anecdotes/miscellaneous,negative
"But, nothing stands out about the cooking.",1,0,food,neutral
"Light, refreshing summer rolls  not fried  remind me of Vietnamese places in Paris.",1,0,food,positive
Could be pricey without a prix fixe meal.,1,0,price,negative
I wish I lived there as I would eat at this place as often as possible!,1,0,anecdotes/miscellaneous,positive
Great place to grab a hot bagel on the way to work.,1,0,food,positive
"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",1,0,anecdotes/miscellaneous,neutral
"Even with the prix fixe pricing, this restaurant is not worth it.",1,0,anecdotes/miscellaneous,negative
We went to Ino for Valentines.,1,0,anecdotes/miscellaneous,neutral
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",1,0,food,positive
"The production is a symphony, alot of fun to experience.The food sublime for the most part.",2,0,food,positive
Delicious crab cakes too.,1,0,food,positive
This restaurant is a wonderful place to go many times and it is reasonably priced.,2,0,anecdotes/miscellaneous,positive
"With so many poor experiences to be had in the theater district, is truly an excellent find!",1,0,anecdotes/miscellaneous,positive
Everything at Sala Thai is tasty and well-portioned.,1,0,food,positive
There's something smooth about sipping sake upper east side style.,1,0,anecdotes/miscellaneous,positive
Don't look down your nose at me like that...,1,0,anecdotes/miscellaneous,negative
Good drink.,1,0,food,positive
"After 2 tries by the waiter to take it away  we hadn't even looked at it yet, we had full beers yet to drink , the manager approached and told us they needed the table for people with reservations.",1,0,service,negative
We had the pot-stickers which were great and a tempura dish that was great.,1,0,food,positive
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",1,0,service,negative
"Please try the Filet Mignon, its just the most tender piece ever.",1,0,food,positive
I think the stuff was better than Disney.,1,0,service,positive
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,1,0,service,positive
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,1,0,anecdotes/miscellaneous,neutral
"Saul is pretty good, but definitely not great.",1,0,food,positive
Friendly staff that actually lets you enjoy your meal and the company you're with.,1,0,service,positive
for Meetball Night.,1,0,anecdotes/miscellaneous,neutral
"If you go for the pre-theatre menu, it's an even greater deal.",1,0,price,positive
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,2,0,food,positive
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,1,0,anecdotes/miscellaneous,positive
It's easy to get a table for a large group and you don't get hustled out.,1,0,service,positive
"The prices cannot be beat for the quality, quantity, freshness and taste.",2,0,price,positive
"Don't expect to sit down inside though, there are only a few tables and they are always full.",1,0,ambience,negative
This restaurant used to be pretty decent.,1,0,anecdotes/miscellaneous,negative
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",2,0,food,positive
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",1,0,food,positive
"And it all comes at a very reasonable price  congee, noodles, and rice dishes are no more than dollar 3-6 each .",1,0,price,positive
Deff recimmend Bukhara they also have opened two new locations guess ill try them out.,1,0,anecdotes/miscellaneous,positive
However it is the ONLY Taiwanese restaurant in town.,1,0,anecdotes/miscellaneous,neutral
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",1,0,food,negative
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",1,0,anecdotes/miscellaneous,neutral
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",1,0,anecdotes/miscellaneous,positive
"When we sat, we got great and fast service.",1,0,service,positive
Avoid at all costs.,1,0,anecdotes/miscellaneous,negative
"Overall I was impressed and will return, it's a great QPR  Quality to Price Ratio .",2,0,anecdotes/miscellaneous,positive
Have been dozens of times and never failed to enjoy the experience.,1,0,anecdotes/miscellaneous,positive
I have been to spice three times- twice during lunch and once at dinner.,1,0,anecdotes/miscellaneous,neutral
"Top spot in town for Vietnamese classics, better than places that cost a lot more.",2,0,food,positive
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",1,0,service,positive
but still my date was bad,1,0,anecdotes/miscellaneous,negative
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",1,0,food,neutral
"The food is amazing, rich pastas and fresh doughy pizza.",1,0,food,positive
Should you happen to be impressed by the cuisine definitely try it.,1,0,food,positive
Stay away from the latter since you won't go for seconds  hint hint .,1,0,food,negative
Bravissimo !!,1,0,anecdotes/miscellaneous,positive
I had to ask her three times before she finally came back with the dish Ive requested.,1,0,service,negative
We weren't even at our table for more than an hour total.,1,0,anecdotes/miscellaneous,neutral
"So, again, give it a try.",1,0,anecdotes/miscellaneous,positive
"The food was just OK, at least for what food was available.",1,0,food,negative
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",1,0,service,positive
"It's also attached to Angel's Share, which is a cool, more romantic bar...",1,0,ambience,positive
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",2,0,food,positive
Give it a try and enjoy.,1,0,anecdotes/miscellaneous,positive
"Filled with suits, though, so you never really feel terribly comfortable.",1,0,ambience,negative
Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,1,0,anecdotes/miscellaneous,positive
Mizu is home to creative and unique rolls not to found anywhere else.,1,0,food,positive
Not enough wines by the glass either.,1,0,food,negative
I ordered the smoked salmon and roe appetizer and it was off flavor.,1,0,food,negative
"Be careful, when they say spicy, they mean it!",1,0,anecdotes/miscellaneous,neutral
if your into thai..you cannot miss this great restaurant.,1,0,anecdotes/miscellaneous,positive
"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",1,0,ambience,positive
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",1,0,service,negative
the drinks are amazing and half off till 8pm.,2,0,food,positive
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",1,0,service,positive
Total hipster-wannabe attitude in an otherwise sweet spot.,2,1,service,negative
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",2,1,food,positive
"The menu is Prix Fixe, so be prepared to spend at least dollar 60 per person, but it is Well worth itsuperb food.",2,1,price,negative
"We actually gave 10% tip  which we have never done despite mediocre food and service , because we felt totally ripped off.",3,1,food,neutral
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,2,1,anecdotes/miscellaneous,neutral
A bit breezy up there on the mezzanine from the wind coming from the tracks.,2,1,anecdotes/miscellaneous,neutral
"The puke green walls leave a lot to be desired, but the food is very good.",2,1,food,positive
Delicious food at a great price but do not go here on a cold day and sit by the front door.,3,1,food,positive
We arrived on time for our reservation and seated promptly.The,2,1,anecdotes/miscellaneous,neutral
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",3,1,anecdotes/miscellaneous,neutral
Sushi wasn't anything spectacular for the price.,2,1,price,negative
"As much as I like the food there, I can't bring myself to go back.",2,1,anecdotes/miscellaneous,negative
"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",2,1,food,positive
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",2,1,food,negative
"All the money went into the interior decoration, none of it went to the chefs.",2,1,ambience,positive
Faan's got a great concept but a little rough on the delivery.,2,1,anecdotes/miscellaneous,positive
Such nice people working here - but I have to review the food.,2,1,food,neutral
"So, for good food i'd recommend it, but not for a fun night out.",2,1,food,positive
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",2,1,food,neutral
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",3,1,food,neutral
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,2,1,anecdotes/miscellaneous,negative
"Outstanding Bagels, but you get what you pay for.",2,1,food,positive
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",2,1,ambience,neutral
"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: dollar 4 for a plate heaped with rice and 2-3 entrees.",2,1,ambience,negative
The space is nice but when we order our drink we were in for a surprise.,2,1,anecdotes/miscellaneous,neutral
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",3,1,food,positive
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",2,0,food,positive
"Service here was great, food was fantastic.",2,0,service,positive
"If you are looking for a good quality, cheap eats - this is the place.",2,0,price,positive
"Great bagels, spreads and a good place to hang out in.",2,0,anecdotes/miscellaneous,positive
A great choice at any cost and a great deal.,2,0,price,positive
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,2,0,food,neutral
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,2,0,anecdotes/miscellaneous,neutral
The prices were CHEAP compared to the quality of service and food.,3,0,service,positive
"Great food, great lay out and awesome service.",3,0,service,positive
The only thing more wonderful than the food  which is exceptional  is the service.,2,0,service,positive
"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",3,0,service,positive
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",2,0,food,positive
dollar 20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,2,0,price,positive
The service was friendly and the atmosphere was casual.,2,0,ambience,positive
I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,2,0,ambience,negative
Our agreed favorite is the orrechiete with sausage and chicken  usually the waiters are kind enough to split the dish in half so you get to sample both meats .,2,0,service,positive
Excellent lunch buffet for only dollar 6.95.,2,0,price,positive
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",2,0,price,negative
"For the people who want great food plus great service, Roxy is a place to AVOID!",2,0,service,negative
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",2,0,service,positive
Great Indian food and the service is incredible.,2,0,service,positive
"We have been to this place many times, and always have great food, wine, and service.",2,0,service,positive
The owners and employees are friendly and their pizza is fantastic.,2,0,service,positive
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",2,0,service,positive
"I have known about this secret for the last 13 years, Emilio the Godfather  has continued to serve food and wine for the gods at mortal prices.",2,0,food,positive
"You rarely have to wait for a seat and the currys  masaman, green, red  are full of flavor and come super spicy if you ask for it.",2,0,service,positive
"After being told that our party of three would be seated in 10 minutes and watching other parties  multiples of 2 and higher  seated for 40 minutes, the three of us were squished into a small 2-person table.",2,0,service,negative
You can even get packages of the chutneys to stock your fridge!,2,0,service,positive
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",2,0,ambience,positive
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",2,0,service,positive
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",2,0,price,positive
Go to Volare for 1st class service and terrific food.,2,0,service,positive
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",2,0,food,negative
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,2,0,price,positive
"If you're looking for a great meal at a decent price, go to Del Frisco's!",2,0,price,positive
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price  if bought by the pound .,2,0,price,positive
They are served with a free appetizer and the portions are perfect for lunch.,2,0,price,positive
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",2,0,anecdotes/miscellaneous,positive
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,2,0,price,positive
I came to this restaurant expecting to be surprised but left bored and overcharged.,2,0,price,negative
"While the prices are nothing special, the portions are huge.",2,0,food,positive
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",2,0,service,positive
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,2,0,ambience,positive
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",2,0,service,negative
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",2,0,price,positive
"Quality ingredients preparation all around, and a very fair price for NYC.",2,0,price,positive
"If it isn't for the food  A+++ , it must be the service or the ambience.",3,0,service,positive
"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",3,0,service,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,2,0,ambience,positive
I loved everythig about it-especially the shows and actors.,2,0,ambience,positive
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",3,0,service,positive
Decent wine at reasonable prices.,2,0,price,positive
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",2,0,service,negative
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,2,0,service,negative
"Interesting selection, good wines, service fine, fun decor.",3,0,service,positive
I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,2,0,ambience,positive
We spent dollar 200 in this place and left hungry and very disappointed.,2,0,price,negative
They were such a rip-off  dollar 8.95 for four small meat patties in steamed buns  and not worth trying.,2,0,price,negative
Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,2,0,price,positive
"I went at 6:00 PM specifically for the pre-theater menu  dollar 19.95 for roasted tomato soup with chevre, steak frites, creme brulee  and it was marvelous.",2,0,price,positive
The food was delicious and the waiter was incredibly helpful and attentive  considering we were the only ones there for the first hour .,2,0,service,positive
The dim sum is delectable while the prices are quite easy on the wallet.,2,0,price,positive
"Found service above average, but that could be because we were 13 of us.",2,0,anecdotes/miscellaneous,positive
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",2,0,food,positive
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,2,0,ambience,positive
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",2,0,service,positive
I had to share my table with a loud group of kids and the service was rude an unattentive.,2,0,ambience,negative
It was so bad I actually refused to pay for my food.,2,0,food,negative
"Nice atmosphere, the service was very pleasant and the desert was good.",3,0,service,positive
He takes real pride in his food and his business.,2,0,food,positive
This is a great Thai restaurant with a very friendly staff.,2,0,service,positive
we spent 50 dollar dollar  definetly will come back with my friends!!!,2,0,price,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,2,0,ambience,positive
The food was great and the service was even better.,2,0,service,positive
"I found the food, service and value exceptional everytime I have been there.",3,0,service,positive
"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",2,0,price,positive
I've never had bad service and the fish is fresh and delicious.,2,0,service,positive
I LOVED THE SHOWS.,2,0,ambience,positive
this little place has a cute interior decor and affordable city prices.,2,0,price,positive
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",2,0,price,positive
"Check it out, it won't hurt your stomach or your wallet.",3,0,food,positive
The food is okay and the prices here are mediocre.,2,0,price,neutral
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",3,0,service,positive
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,3,0,service,negative
"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",2,0,ambience,neutral
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,2,0,anecdotes/miscellaneous,negative
"Great food, great decor, great service.",3,0,service,positive
"However, service was as plain as sesame crusted Salmon I had.",2,0,food,neutral
"Great food, great prices, great service.",3,0,service,positive
The food was boring and expensive.,2,0,price,negative
Great pizza and fantastic service.,2,0,service,positive
There is also very limited seating and there can be a substantial wait in getting food at peak times.,2,0,service,negative
"good music, great food, speedy service affordable prices.",4,0,service,positive
Food is great and inexpensive.,2,0,price,positive
I care more about the food and ambience.,2,0,ambience,neutral
"Ambience is delightful, service impeccable.",2,0,ambience,positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,2,0,service,positive
The food is so cheap and the waiters are nice.,2,0,price,positive
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",2,0,anecdotes/miscellaneous,negative
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,2,0,price,positive
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",3,0,ambience,positive
Service was also horrible and the ambience is not that great.,2,0,ambience,negative
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,2,0,service,negative
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,2,0,food,negative
The Prix Fixe menu is worth every penny and you get more than enough  both in quantity AND quality .,2,0,price,positive
The food is delicious and beautifully prepared along with the friendly and personable service.,2,0,service,positive
delicious simple food in nice outdoor atmosphere.,2,0,ambience,positive
The portions are large and the servers always surprise us with a different starter.,2,0,service,positive
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",2,0,ambience,positive
The service is good and the resturant is clean.,2,0,ambience,positive
"The staff was very attentive, the ambience lovely, and the food superb.",3,0,service,positive
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,2,0,price,positive
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",2,0,ambience,positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,2,0,ambience,positive
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",2,0,food,positive
We both opted for a pasta dish and they were served timely and fresh.,2,0,food,positive
"Over price, and small portions .",2,0,price,negative
Service was good and food is wonderful.,2,0,service,positive
"overall, a solid restaurant and at less than dollar 40pp  including wine , a solid deal as well.",2,0,price,positive
"Stick to dimsum, not super overpriced noodles.",2,0,price,negative
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",3,0,ambience,positive
"This is some really good, inexpensive sushi.",2,0,price,positive
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",2,0,ambience,positive
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",3,0,service,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",3,0,service,positive
A cool place to hang with your friends for a couple of healthy drinks and desserts.,2,0,ambience,positive
Decor is nice though service can be spotty.,2,0,ambience,positive
IT IS DEFINITELY SPECIAL AND AFFORDABLE.,2,0,price,positive
Taj Mahal offeres gret value and great food.,2,0,price,positive
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",2,0,service,positive
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",2,0,service,positive
Have frequented 'ino for several years and the food remains excellent.,2,0,anecdotes/miscellaneous,positive
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",2,0,ambience,negative
The food was well prepared and the service impecable.,2,0,service,positive
I ate here a week ago and found most dishes average at best and too expensive.,2,0,price,negative
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,3,0,anecdotes/miscellaneous,positive
"It is terrific, as is the value.",2,0,price,positive
"dollar 160 for 2 filets, 2 sides, an appetizer and drinks.",2,0,price,neutral
"Great service, great food.",2,0,service,positive
They treated us well and the food was extremely fresh and well-prepared.,2,0,service,positive
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",2,0,ambience,positive
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,2,0,anecdotes/miscellaneous,positive
The pizza is yummy and I like the atmoshpere.,2,0,ambience,positive
"The view is spectacular, and the food is great.",2,0,ambience,positive
I was pretty much full after our fondue appetizer.,2,0,anecdotes/miscellaneous,positive
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz  the chilaquiles were awesome!",3,0,service,positive
"The food arrived 20 minutes after I called, cold and soggy.",2,0,service,negative
"Anyway, the food is good, the price is right and they have a decent wine list.",2,0,price,positive
"Best of all is the warm vibe, the owner is super friendly and service is fast.",2,0,ambience,positive
The menu prices are a bit expensive for what you get in quality and portion size.,2,0,food,negative
"Just straight up cheap, good food.",2,0,price,positive
"What is even better, is that the prices are very affordable as well, and the food is really good.",2,0,price,positive
"Great wine list, reasonably priced.--Sara",2,0,price,positive
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",2,0,price,positive
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",2,0,service,negative
"The food is outstanding and the service is quick, friendly and very professional.",2,0,service,positive
Mermaid Inn is an overall good restaurant with really good seafood.,2,0,food,positive
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",3,0,service,positive
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~dollar 55.00, not including tip.",2,0,price,neutral
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,2,0,ambience,negative
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",2,0,service,positive
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",3,0,service,positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,2,0,price,positive
Its an excellent place to relax and the food is one of the best in the city of New York.,2,0,ambience,positive
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",2,0,service,positive
"Not only is the cuisine the best around, the service has always been attentive and charming.",2,0,service,positive
