aspects,polarities,text,length,ind
['service'],['positive'],Where Gabriela personaly greets you and recommends you what to eat.,1,0
['anecdotes/miscellaneous'],['neutral'],i would just ask for no oil next time.,1,0
['anecdotes/miscellaneous'],['positive'],"Worth it for a special occasion, or any time!",1,0
"['service', 'ambience']","['positive', 'positive']",This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,2,0
"['ambience', 'service']","['negative', 'negative']","Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",2,0
"['food', 'service']","['positive', 'positive']","Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",2,0
['food'],['positive'],"I didn't take a look at the rest menu, but the oysters were fantastic.",1,0
['anecdotes/miscellaneous'],['neutral'],instead ordered an ice cold beer which to me works with indian.,1,0
['anecdotes/miscellaneous'],['positive'],"Well worth the trip, close to City Hall and downtown subway stops.",1,0
['anecdotes/miscellaneous'],['negative'],"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",1,0
['anecdotes/miscellaneous'],['negative'],Don't be fooled by crowds of people.,1,0
['anecdotes/miscellaneous'],['positive'],"Now at the top of our list, Del Frisco's Steakhouse.",1,0
['anecdotes/miscellaneous'],['neutral'],"and i have been around the block, to say the very least.",1,0
"['food', 'price']","['positive', 'positive']",Pair you food with the excellent beers on tap or their well priced wine list.,2,0
['food'],['positive'],The pizza was pretty good and huge.,1,0
"['service', 'food']","['positive', 'positive']","When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars  a growing legion  and checking on newcomers.",2,0
['anecdotes/miscellaneous'],['neutral'],I'll keep this short.,1,0
['anecdotes/miscellaneous'],['positive'],keep up the good work.,1,0
['anecdotes/miscellaneous'],['positive'],and never strayed.,1,0
"['price', 'anecdotes/miscellaneous']","['negative', 'negative']","This restaurant is not worth the time, effort, or money to say the least.",2,0
['anecdotes/miscellaneous'],['neutral'],I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,1,0
['anecdotes/miscellaneous'],['neutral'],my first time here was with my gf for our 12 month anniversary.,1,0
['food'],['positive'],I am happy i did the food was awsome.,1,0
"['food', 'service']","['negative', 'negative']","Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",2,0
['food'],['negative'],honestly the worst sushi my husband and i had in our entire lives.,1,0
['food'],['positive'],This place is a great stop for great food.,1,0
['food'],['negative'],"Late nite omelletes are not good here, there is no variety!",1,0
['food'],['positive'],Wonderful strawberry daiquiries as well!,1,0
['anecdotes/miscellaneous'],['positive'],"However, it just so happens that there's an even more amazing place just down the street.",1,0
"['food', 'service']","['positive', 'positive']","Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",2,0
['food'],['positive'],it's a perfect place to have a amanzing indian food.,1,0
"['food', 'service']","['positive', 'positive']",The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,2,0
['anecdotes/miscellaneous'],['negative'],Don't go.,1,0
"['food', 'service', 'price']","['positive', 'positive', 'positive']","They have it all -- great price, food, and service.",3,0
['food'],['positive'],The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,1,0
['food'],['positive'],The food is tasty and portion sizes are appropriate.,1,0
['anecdotes/miscellaneous'],['negative'],Chance is a joke.,1,0
"['food', 'service', 'anecdotes/miscellaneous']","['positive', 'positive', 'positive']",This is my first time writing a review for a restaurant because the food and service was excellent.,3,0
"['anecdotes/miscellaneous', 'anecdotes/miscellaneous']","['positive', 'positive']",I go and eat out at many different restaurants and this is one place you have go and try.,2,0
['anecdotes/miscellaneous'],['neutral'],This isn't your corner Chinese food takeout.,1,0
['anecdotes/miscellaneous'],['negative'],"But WARNING: to all those that use this site be weary, be very weary of recommendations.",1,0
"['anecdotes/miscellaneous', 'food']","['positive', 'positive']",No you're going to go back because the food was good.,2,0
['service'],['positive'],We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,1,0
['anecdotes/miscellaneous'],['positive'],Buon appetito!,1,0
['food'],['negative'],We thought that this place is using too much of MSG cooking in the foods.,1,0
['food'],['positive'],Try the sea bass.,1,0
['ambience'],['positive'],It is a lot of fun with live entertainment and all kinds of Disney type special effects.,1,0
['anecdotes/miscellaneous'],['positive'],IT IS WHAT MODERN CUISINE IS ALL ABOUT.,1,0
['price'],['positive'],The bagels are also reasonably priced for NYC.,1,0
['anecdotes/miscellaneous'],['negative'],This should have been done in a back room - away from customers.,1,0
['food'],['negative'],"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",1,0
['ambience'],['negative'],The red sliding doors may be unique but they do not block off the cold air from the outside.,1,0
"['ambience', 'price']","['positive', 'positive']",The prices and ambience are especially great considering it's in the West Village.,2,0
['anecdotes/miscellaneous'],['neutral'],"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",1,0
['anecdotes/miscellaneous'],['neutral'],I went there in late afternoon for some bite size food and refleshment with my date.,1,0
"['food', 'service']","['positive', 'positive']",The service is outstanding and my crab-cake eggs benedict could not have been better.,2,0
['price'],['negative'],For dollar 600   the most we have ever paid  not even waving a magic wand will ever get us back for a repeat performance.,1,0
"['ambience', 'price']","['negative', 'negative']",If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,2,0
['service'],['negative'],The service is awful.,1,0
"['food', 'price']","['positive', 'positive']",Really tasty spring rolls and noodles for a good price though.,2,0
['food'],['neutral'],"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",1,0
['anecdotes/miscellaneous'],['positive'],Katz's has been a NYC original for over 100 years.,1,0
['ambience'],['positive'],"Great spot, whether looking for a couple of drinks or quiet dinner.",1,0
['ambience'],['negative'],"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",1,0
"['food', 'ambience', 'price']","['positive', 'positive', 'positive']",Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,3,0
['food'],['positive'],The white bean brushetta to start was incredible and the pasta was phenomenal.,1,0
['anecdotes/miscellaneous'],['positive'],Will go back but only sate those homesick stomach cravings!,1,0
['anecdotes/miscellaneous'],['positive'],This place is worth an one-hour drive.,1,0
['anecdotes/miscellaneous'],['positive'],I've lived in NY for 5 years and this place has it all.,1,0
"['food', 'ambience']","['positive', 'positive']","We love the food, drinks, and atmosphere!",2,0
['ambience'],['negative'],The people in the restaurant were pretty obnoxious and loud.,1,0
['anecdotes/miscellaneous'],['neutral'],they live up to the thai way of living.,1,0
['food'],['positive'],love the food.,1,0
['anecdotes/miscellaneous'],['neutral'],I have been twice to this restaurant.,1,0
['anecdotes/miscellaneous'],['positive'],"Out of the hundreds of Italian restaurants in Queens, this is among the best.",1,0
['food'],['positive'],"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",1,0
['anecdotes/miscellaneous'],['neutral'],"We've only eaten in the restaurant once, but we have ordered many times for dinner.",1,0
['anecdotes/miscellaneous'],['positive'],Amazing!,1,0
['food'],['neutral'],The selection changes frequently but the basic dishes are always available.,1,0
['anecdotes/miscellaneous'],['neutral'],Visited there while on vacation and reading the reviews.,1,0
['anecdotes/miscellaneous'],['neutral'],"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",1,0
['food'],['positive'],We had the lobster sandwich and it was FANTASTIC.,1,0
['anecdotes/miscellaneous'],['positive'],THE FRANKENSTEIN SHOW WAS THE BEST.,1,0
['anecdotes/miscellaneous'],['positive'],"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",1,0
['service'],['negative'],"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",1,0
['anecdotes/miscellaneous'],['neutral'],I think locals rate this place so high.,1,0
['anecdotes/miscellaneous'],['negative'],I would not recommend this place to anyone.,1,0
['anecdotes/miscellaneous'],['negative'],I was so sad to read the bad reviews this place got!,1,0
['anecdotes/miscellaneous'],['positive'],I heartily recommend.,1,0
['food'],['positive'],The food is authentic Italian - delicious!,1,0
"['food', 'anecdotes/miscellaneous']","['neutral', 'neutral']",We could only get through an appetizer and cheese fondue.,2,0
['food'],['positive'],"I am not a vegetarian but, almost all the dishes were great.",1,0
['anecdotes/miscellaneous'],['neutral'],"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant.",1,0
['anecdotes/miscellaneous'],['negative'],IT WAS HORRIBLE.,1,0
['food'],['positive'],We were looking forward to nice glass of Sangria when we arrived.,1,0
['anecdotes/miscellaneous'],['positive'],We will definitely go back.,1,0
"['service', 'ambience']","['positive', 'positive']","A very inviting restaurant, with friendly service.",2,0
['food'],['negative'],"They kindly brought us more to see if it was better, but it was not!",1,0
['service'],['negative'],"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",1,0
['food'],['positive'],The food is great.,1,0
['food'],['positive'],"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",1,0
['service'],['positive'],Delivery is fast too.,1,0
"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']","This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",2,0
['anecdotes/miscellaneous'],['negative'],We just ate at Kai and were disapointed.,1,0
['service'],['positive'],"The service was attentive, yet discreet.",1,0
"['price', 'food']","['positive', 'positive']","I got the dollar 10 10-piece dim sum combo, every bite of which was great.",2,0
['food'],['positive'],"The menu consisted of standard brassiere food, better then places like Balthazar etc.",1,0
"['food', 'service']","['positive', 'positive']","The food was delicious  I had a halibut special, my husband had steak , and the service was top-notch.",2,0
['food'],['negative'],They couldn't even make a salad that was appealing.,1,0
['food'],['positive'],"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",1,0
['anecdotes/miscellaneous'],['positive'],Check it out,1,0
['ambience'],['positive'],"Sure, the setting is nice.",1,0
['food'],['positive'],Their Margarita is best I've had since I've returned from Naples!,1,0
['food'],['neutral'],"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",1,0
['anecdotes/miscellaneous'],['negative'],I will never visit this restaurant again.,1,0
"['food', 'price']","['positive', 'positive']",Great value for the quality ingredients.,2,0
['anecdotes/miscellaneous'],['positive'],brick oven gallery is My pick for best pizza restaurant anywhere.,1,0
['food'],['positive'],I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,1,0
['ambience'],['positive'],The entertainment was great they have shows that go on through out the dinner.,1,0
['service'],['positive'],"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",1,0
['anecdotes/miscellaneous'],['negative'],moral stay away.,1,0
['price'],['positive'],The price was extremely reasonable for the appetizers and food we ate.,1,0
"['ambience', 'price']","['positive', 'positive']",Not pretentious and very economical.,2,0
['food'],['neutral'],"The food however, is what one might expect.",1,0
['food'],['positive'],Their coffee is quite good too!,1,0
"['anecdotes/miscellaneous', 'service']","['negative', 'negative']","Last memorial day, I tried to make reservations but was told they were closed that weekend  interesting, but... .",2,0
['food'],['positive'],The filet mignon dish was superb!,1,0
['food'],['neutral'],Stuffing yourself with Japanese food is a rare thing.,1,0
['food'],['negative'],The food was lousy - too sweet or too salty and the portions tiny.,1,0
['food'],['negative'],I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,1,0
['service'],['positive'],"The service, however, was a bright flower in a garden.",1,0
"['food', 'ambience']","['positive', 'positive']","Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",2,0
['food'],['negative'],skip dessert.,1,0
['anecdotes/miscellaneous'],['neutral'],We bring in a party of ten or so every week.,1,0
['anecdotes/miscellaneous'],['positive'],"Go, go, hurry, before everyone finds out about it.",1,0
['food'],['positive'],When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,1,0
['ambience'],['positive'],"Great for groups, great for a date, great for early brunch or a nightcap.",1,0
['anecdotes/miscellaneous'],['neutral'],they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,1,0
['anecdotes/miscellaneous'],['negative'],The neighborhood was nice though so check out another restaurant instead.,1,0
['anecdotes/miscellaneous'],['negative'],"If you live outside the neighborhood, don't bother!",1,0
['food'],['positive'],"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",1,0
['anecdotes/miscellaneous'],['positive'],"I'm from England, and Haru's was the best I had in NYC.",1,0
['anecdotes/miscellaneous'],['neutral'],"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",1,0
['service'],['negative'],"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",1,0
['food'],['positive'],"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",1,0
['food'],['positive'],It was divine melts in your mouth.,1,0
['food'],['positive'],Every course was better than the next.,1,0
['food'],['neutral'],"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro  Fatty Tuna , Sea Eel, etc.",1,0
['anecdotes/miscellaneous'],['positive'],I think that it is absolutely brilliant and well runned business operation.,1,0
['price'],['negative'],and for this i had to shell out a small fortune?,1,0
['anecdotes/miscellaneous'],['neutral'],"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",1,0
['anecdotes/miscellaneous'],['negative'],The worst excuse for Japanese food I've ever encountered.,1,0
"['anecdotes/miscellaneous', 'food']","['positive', 'positive']","My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",2,0
['anecdotes/miscellaneous'],['positive'],I've never been disappointed.,1,0
['anecdotes/miscellaneous'],['positive'],I would defiantly come back here again as one of my top choices.,1,0
['anecdotes/miscellaneous'],['positive'],Definitely worth the trip to Battery Park City!,1,0
"['food', 'service']","['positive', 'positive']","Service is great, takeout is good too.",2,0
['food'],['positive'],And really large portions.,1,0
['ambience'],['negative'],You can barely see who you are with never mind have a conversation.,1,0
['food'],['negative'],We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,1,0
['anecdotes/miscellaneous'],['positive'],Finally!,1,0
['anecdotes/miscellaneous'],['positive'],"Overall, excellent restaurant!",1,0
['price'],['positive'],IT is the best deal in town for a Monday night dinner at a fine restaurant.,1,0
['food'],['positive'],The food is prepared quickly and efficiently.,1,0
['anecdotes/miscellaneous'],['neutral'],But I just would like to say I read the reviews people left and thats why I checked it out.,1,0
['service'],['positive'],"Service was prompt, friendly and great.",1,0
['food'],['positive'],Their pad penang is delicious and everything else is fantastic.,1,0
['anecdotes/miscellaneous'],['neutral'],My girlfiends and I ate at O.G. again last night.,1,0
['food'],['positive'],Although we were looking for regular lettuce and some walnuts the salads we got were great.,1,0
['anecdotes/miscellaneous'],['positive'],It will be on my to do list the next visit to NYC.,1,0
['food'],['positive'],Best drumsticks over rice and sour spicy soup in town!,1,0
['food'],['positive'],Make sure you have the Spicy Scallop roll.. .,1,0
['anecdotes/miscellaneous'],['positive'],As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,1,0
['anecdotes/miscellaneous'],['neutral'],"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.",1,0
"['service', 'ambience']","['positive', 'positive']","It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",2,0
['anecdotes/miscellaneous'],['positive'],I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,1,0
"['food', 'anecdotes/miscellaneous']","['positive', 'positive']","My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",2,0
"['food', 'anecdotes/miscellaneous']","['positive', 'positive']","Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",2,0
"['food', 'price']","['negative', 'negative']",It is very overpriced and not very tasty.,2,0
['ambience'],['negative'],It was tiny and I felt like I was eating in someone's living room.,1,0
['service'],['positive'],"Our waitress was sweet and accomodating, not overbearing.",1,0
['price'],['positive'],Two words: Free wine.,1,0
['food'],['positive'],This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,1,0
"['service', 'ambience']","['positive', 'positive']",The place is so cool and the service is prompt and curtious.,2,0
['anecdotes/miscellaneous'],['negative'],"I've been there a few times, and I usually end up sitting next to some pretty odd people.",1,0
"['food', 'service']","['positive', 'positive']","Service was warm and attentive, beef carpaachio was exellent  huge portion  and pasta was fresh and well-prepared.",2,0
"['food', 'price']","['positive', 'positive']",All of the pizzas are terrific and the price is even better!,2,0
['service'],['negative'],"Worse of all, dollar 60 was erroneously added to our dollar 80 bill.",1,0
['anecdotes/miscellaneous'],['neutral'],She lives nearby but had never gone to this establishment thinking that it might be too touristy.,1,0
['anecdotes/miscellaneous'],['positive'],I grew up on these bagels.,1,0
['food'],['negative'],Not too crazy about their sake martini.,1,0
['ambience'],['positive'],"Warm, comfortable surroundings, nice appointments  witness the etched glass and brickwork separating the dining rooms .",1,0
['ambience'],['positive'],Located at the end of a magnificent block.,1,0
"['food', 'price']","['positive', 'positive']","In addition, the food is very good and the prices are reasonable.",2,0
['anecdotes/miscellaneous'],['neutral'],So some of the reviews here are accurate about the crowd and noise.,1,0
"['food', 'service']","['positive', 'positive']",The service was excellent and the food was delicious.,2,0
['anecdotes/miscellaneous'],['neutral'],My girlfriend convinced me to go in the other night for a quick bite.,1,0
['anecdotes/miscellaneous'],['positive'],"If you were there when it first opened, give this restaurant a second chance.",1,0
['anecdotes/miscellaneous'],['positive'],Kudos Haru,1,0
['food'],['positive'],The exotic food is beautifully presented and is a delight in delicious combinations.,1,0
"['food', 'price']","['negative', 'negative']","The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly dollar 100.",2,0
['anecdotes/miscellaneous'],['positive'],If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,1,0
['anecdotes/miscellaneous'],['neutral'],Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,1,0
['anecdotes/miscellaneous'],['positive'],I loved it.,1,0
['anecdotes/miscellaneous'],['neutral'], I've ordered from the 2nd ave.,1,0
['anecdotes/miscellaneous'],['positive'],Surprisingly nothing could be further from the truth.,1,0
"['ambience', 'service']","['positive', 'positive']",I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,2,0
['anecdotes/miscellaneous'],['positive'],Nice find.,1,0
['service'],['positive'],Our server was very helpful and friendly.,1,0
['anecdotes/miscellaneous'],['positive'],"That place was awesome,,,  sally !",1,0
"['food', 'anecdotes/miscellaneous', 'price']","['positive', 'positive', 'positive']","You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",3,0
"['food', 'anecdotes/miscellaneous']","['positive', 'positive']",I'm happy to have Nosh in the neighborhood and the food is very comforting.,2,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",3,0
"['food', 'service']","['positive', 'positive']","We had great desserts  including the best cannoli I've ever had  and then they offered an after dinner drink, on the house.",2,0
['food'],['negative'],"Butter was melted, white wine warm, cheese oozing everywhere.",1,0
['food'],['positive'],I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,1,0
['anecdotes/miscellaneous'],['neutral'],"Rao is a good restaurant, but it's nothing special.",1,0
['service'],['negative'],The hostess is rude to the point of being offensive.,1,0
['anecdotes/miscellaneous'],['neutral'],At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.,1,0
"['service', 'food']","['positive', 'positive']","The owner is very friendly and a great guy, go try his pizza, you'll like it!",2,0
['anecdotes/miscellaneous'],['neutral'],My wife and I were in NYC celebrating our 30th anniversary.,1,0
['food'],['positive'],Food was average but tasty.,1,0
"['food', 'service', 'ambience', 'price']","['positive', 'positive', 'positive', 'positive']","Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the dollar 5.99 lunch buffet makes it an even better choice for lunch!",4,0
['food'],['positive'],Steamed fresh so brought hot hot hot to your table.,1,0
['service'],['negative'],I've waited over one hour for food.,1,0
['service'],['positive'],From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,1,0
['food'],['positive'],"I had the black cod with yuzu sauce, which was wonderful.",1,0
"['food', 'service']","['positive', 'positive']",The wine the service was very good too.,2,0
['anecdotes/miscellaneous'],['neutral'],during happy hour!,1,0
['food'],['negative'],"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",1,0
['food'],['positive'],My mouth starts to water merely thinking about the delight that is this restaurant.,1,0
['service'],['positive'],Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,1,0
['food'],['positive'],"The flavors are great, and the menu is extensive.",1,0
['ambience'],['positive'],Jimmy's is hands down the hottest night spot in the Bronx.,1,0
['service'],['negative'],"Yeah, sometimes the service can be slow.",1,0
"['food', 'anecdotes/miscellaneous']","['positive', 'positive']",The wine selection  by the glass and bottle  is wonderful and I always recommend that friends make a reservation if they're going to be in town.,2,0
['food'],['positive'],Hats off to the chef.,1,0
['food'],['negative'],They even have a section in the menu called American Chinese food!,1,0
['anecdotes/miscellaneous'],['negative'],I have eaten at many pizza places around NYC and this is hands down the worst.,1,0
['ambience'],['negative'],It's a rather cramped and busy restaurant and it closes early.,1,0
"['food', 'service', 'ambience']","['negative', 'negative', 'negative']","The food was below average, the service was pathetic, there was no ambience at all.",3,0
"['food', 'service']","['negative', 'negative']","Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",2,0
['anecdotes/miscellaneous'],['neutral'],I was there on sat.,1,0
['food'],['negative'],The sushi was awful!,1,0
['anecdotes/miscellaneous'],['neutral'],At first i was rolling my ideas of yet another French place on the UES.,1,0
['anecdotes/miscellaneous'],['positive'],I was glad I did.,1,0
['service'],['positive'],we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,1,0
['food'],['negative'],The food was bland oily.,1,0
"['ambience', 'service']","['positive', 'positive']",The ambience is authentic and relaxing and we have always received attentive and prompt service.,2,0
['anecdotes/miscellaneous'],['positive'],We had a great time at the Jekyll and hyde Pub last night.,1,0
['anecdotes/miscellaneous'],['positive'],THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!,1,0
['anecdotes/miscellaneous'],['positive'],I was pleasantly surprised to find this gem in Hoboken.,1,0
['anecdotes/miscellaneous'],['positive'],I've been many time and have never been disappointed.,1,0
"['food', 'ambience']","['positive', 'positive']","Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",2,0
['service'],['negative'],"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",1,0
['food'],['positive'],The wine list is excellent.,1,0
['anecdotes/miscellaneous'],['positive'],I plan on eating here more often.,1,0
['anecdotes/miscellaneous'],['positive'],I am bringing my whole family back next time.,1,0
['anecdotes/miscellaneous'],['negative'],This was the worst dining experience I've ever had.,1,0
"['food', 'service']","['negative', 'negative']","Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",2,0
['food'],['positive'],This is an amazing place to try some roti rolls.,1,0
['service'],['positive'],The only thing the waiters don't do for you is wipe your chin when you leave.,1,0
['anecdotes/miscellaneous'],['neutral'],"It's usually packed for good reason, esp.",1,0
['anecdotes/miscellaneous'],['neutral'],I've been to Naples 45 for dinner twice.,1,0
['service'],['positive'],They even scoop it out nice  for those on a diet  not too much not to little.,1,0
['food'],['negative'],"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",1,0
['anecdotes/miscellaneous'],['negative'],Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,1,0
['anecdotes/miscellaneous'],['positive'],This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,1,0
['anecdotes/miscellaneous'],['positive'],I'm saving up for my next visit.,1,0
['anecdotes/miscellaneous'],['neutral'],i actually feel like i should keep it a secret.,1,0
['anecdotes/miscellaneous'],['positive'],"I'm from sichuan, this is the restaurant I recommend going.",1,0
['anecdotes/miscellaneous'],['positive'],After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,1,0
['food'],['neutral'],This food is asian-air fusion.,1,0
['anecdotes/miscellaneous'],['neutral'],I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,1,0
['anecdotes/miscellaneous'],['neutral'],I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,1,0
['food'],['positive'],"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",1,0
['anecdotes/miscellaneous'],['positive'],"I am completely hooked on this place, it is ridiculous.",1,0
['anecdotes/miscellaneous'],['positive'],I have been to Casimir over 5 times and I have always had a great time there.,1,0
"['service', 'ambience']","['positive', 'positive']","Nice ambiance, nice little bar, good bartender, Francois, and good service.",2,0
['food'],['neutral'],They used shredded cheese on top!,1,0
['food'],['negative'],"But don't ever order bacon late at nite  either platter or in sandwiches, for that matter don't from any take out place  as it is from the morning frying turns out hard almost like bacos, hurt my molars.",1,0
['anecdotes/miscellaneous'],['positive'],I loved it and would HIGHLY RECOMMEND.,1,0
['anecdotes/miscellaneous'],['neutral'],And comparing it to the Chinatown restaurants is simply not fair.,1,0
['food'],['positive'],They have a very diverse menu so its something for everybody.,1,0
"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']","However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",2,0
['food'],['positive'],"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",1,0
['anecdotes/miscellaneous'],['negative'],It could have been handled better.,1,0
['food'],['negative'],"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it  the sauce was translucent and red .",1,0
['food'],['positive'],"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",1,0
"['price', 'service']","['positive', 'positive']","But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",2,0
"['food', 'price']","['positive', 'positive']","The food is very good for it's price, better than most fried dumplings I've had.",2,0
['food'],['positive'],The dinner menu is diverse and top-notch as well.,1,0
['anecdotes/miscellaneous'],['positive'],I stumbled upon this great pizzeria as I explored my new neighborhood.,1,0
['ambience'],['positive'],"Good crowd, good outdoor seating, with a hip japanese vibe.",1,0
['service'],['positive'],"NO more reservations, expensive tips and annoying stuff.",1,0
['anecdotes/miscellaneous'],['neutral'],Three of us arrived for dinner about 5:30 on a week night without reservations.,1,0
['food'],['negative'],"The dinner was ok, nothing I would have again.",1,0
['anecdotes/miscellaneous'],['neutral'],I went here in the afternoon with a friend.,1,0
['anecdotes/miscellaneous'],['positive'],I came here for my friend's birthday and keep coming back ever since.,1,0
['food'],['negative'],My chow fun and chow see was really bland and oily.,1,0
['price'],['positive'],And all of that won't break your bank!,1,0
['food'],['negative'],But the thai is definitely not great -- bland and indistinguished.,1,0
['anecdotes/miscellaneous'],['neutral'],P.S. Please don't tell anyone in my family i eat there.,1,0
['service'],['negative'],No one asked what was wrong as we left with nothing touched on our plates.,1,0
['anecdotes/miscellaneous'],['neutral'],I work around the corner and tried it with a colleague for the first time.,1,0
['service'],['positive'],Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,1,0
['anecdotes/miscellaneous'],['neutral'],I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,1,0
['food'],['positive'],even the wine by the glass was good.,1,0
['anecdotes/miscellaneous'],['positive'],A pleasant surprise.,1,0
['food'],['positive'],The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,1,0
