text,ambience,anecdotes/miscellaneous,food,service,price
You can do it here.,0,1,0,0,0
Highly recommend this as great value for excellent sushi and service.,0,0,1,1,1
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",1,0,0,0,0
"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.",0,1,0,0,0
A guaranteeed delight!,0,1,0,0,0
Recommended.,0,1,0,0,0
JUST AWSOME.,0,1,0,0,0
Definitely Highly NOT recommended.,0,1,0,0,0
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess  stacks of bottles, cans  and a small counter holding 12-14 entrees.",1,0,0,0,0
"Grilled whole fish wonderful, great spicing.",0,0,1,0,0
"Three page wine menu, one page entree and horedevous.",0,0,1,0,0
black white shakes came out good also.,0,0,1,0,0
The only problem is that the manager is a complete incompetent.,0,0,0,1,0
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,0,0,1,0,0
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",0,0,1,0,0
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,0,0,0,1,0
"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",0,1,0,0,0
"Ask for Usha, the nicest bartender in manhattan.",0,0,0,1,0
After really enjoying ourselves at the bar we sat down at a table and had dinner.,0,1,0,0,0
I recommend it!,0,1,0,0,0
The food is delicious.,0,0,1,0,0
"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",0,1,0,0,0
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",0,0,1,0,0
Bring your appetites.,0,1,0,0,0
The barebecued salmon is elegantly spiced and not at all dry.,0,0,1,0,0
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,1,0,1,1,0
"We asked to be moved  which took half an hour , and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",0,0,0,1,0
"It can be a very fun experience with a group, and kids  6 and over  would love it.",1,0,0,0,0
And affordable.,0,0,0,0,1
One of my favorite places in Manhattan.,0,1,0,0,0
Go hungry and enjoy.,0,1,0,0,0
Plenty of choices to make your own creation.,0,0,1,0,0
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",0,1,0,0,0
"I have been there many times, and food is good and consistent.",0,0,1,0,0
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",1,0,1,0,0
Finally!,0,1,0,0,0
Our food was great too!,0,0,1,0,0
"It's true, this place is not cheap.",0,0,0,0,1
"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised  and underdeserving  baluchi's.",0,0,1,0,0
It's very spicy but not offensive.,0,0,1,0,0
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,0,0,1,0,1
I would highly recommend this place!,0,1,0,0,0
Our family never expected such incredible entertainment in a restaurant.,1,0,0,0,0
A Thai restaurant out of rice during dinner?,0,1,0,0,0
I am a die hard peep lover.,0,1,0,0,0
A touch more jalapeno heat for contrast and it would have been very good indeed.,0,0,1,0,0
They showed up 15 minutes after the tuna melt.,0,0,0,1,0
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",1,0,0,0,0
Big and gawky on the outside.,1,0,0,0,0
Its not the same if you have to sit inside.,1,0,0,0,0
This place is not worth the prices.,0,0,0,0,1
The problem is just that-it is a sometimes kind of affair.,0,1,0,0,0
Good food.,0,0,1,0,0
"The Halibut was too salty, dessert was so so  don't waste any of your calories  and service was poor.",0,0,1,1,0
I recommend getting a reservation even though we saw people seated without one.,0,1,0,0,0
SEA has become so popular that they've let it go to their heads.,0,1,0,0,0
A must for all the Dosa lovers.,0,0,1,0,0
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,0,0,1,0,0
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",0,1,0,0,0
Nothing better than buying a snapple for dollar 3.25 too.,0,0,0,0,1
The staff is courteous and friendly.,0,0,0,1,0
Service was slow had to wait to order and get food although not crowded.,0,0,0,1,0
Great people watching as others do the same to you.,1,0,0,0,0
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",0,0,1,0,0
Their whitefish salad is excellent--all whitefish with a little mayo.,0,0,1,0,0
we split a tasty vegetable samosa and the malai tikka wrap.,0,0,1,0,0
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,0,1,0,1,0
Brava La Pizza Fresca!,0,1,0,0,0
Very affordable and excellent ambient!,1,0,0,0,1
If you go here - your focus should be the Tamarind Margaritas.,0,0,1,0,0
The other night we had the dollar 30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,0,0,1,0,0
Service was also very good.,0,0,0,1,0
And they provided a delicious dessert on the house!,0,0,1,1,1
I'm sure I'll return for a final judgement tho.,0,1,0,0,0
--Eat Club is a roving group of NYC gluttons,0,1,0,0,0
The staff was knowledgeable and full of personality.,0,0,0,1,0
Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,0,1,0,0,0
I went to this restaurant with a woman that I met recently.,0,1,0,0,0
"Even upon delivery, their juicy pork buns are quite good . .",0,0,1,0,0
"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.",1,0,0,0,0
This place is incredibly tiny.,1,0,0,0,0
The service is good and ambience is good for a date or group outing.,1,0,0,1,0
"In fact, it appears he is going to go postal at any moment.",0,0,0,1,0
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,0,0,0,1,0
I highly recommend the restaurant based on our experience last night.,0,1,0,0,0
The prices are about dollar 9 for an entree for dinner and even less for lunch.,0,0,0,0,1
"We had reservations at 9pm, but was not seated until 10:15pm.",0,1,0,1,0
The food is great and they have a good selecion of wines at reasonable prices.,0,0,1,0,1
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,0,0,0,1,0
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,0,1,0,0,0
The food now is inconsistent.,0,0,1,0,0
Pick a bagel has the best bagels in the city.,0,0,1,0,0
"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.",0,1,0,0,0
Zero ambiance to boot.,1,0,0,0,0
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",1,1,0,0,0
The restaraurant is very small so reservations are a must.,0,1,0,0,0
We come from New Jersey to eat at Kinoko.,0,1,0,0,0
big and soft as well as good lunch food.,0,0,1,0,0
Its worth the wait though.,0,1,0,0,0
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",0,1,0,0,0
I won't go back unless someone else is footing the bill.,0,0,0,0,1
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",0,0,1,0,0
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,0,0,0,1,0
Chennai Garden is my favorite Indian restaurant in the city.,0,1,0,0,0
"The main course had an average portion, and was decent overall.",0,0,1,0,0
"I have been here a few times for dinner, once for brunch and twice for lunch.",0,1,0,0,0
Did I mention the wine?,0,0,1,0,0
This tiny Williamsburg spot is always pleasantly surprising.,0,1,0,0,0
Definite go if you're used to good Indian restaurant food from abroad.,0,0,1,0,0
Get it together.,0,1,0,0,0
There is a lot of variety even for people who eat vegetarian like me.,0,0,1,0,0
You get the sense that the people there care about their restaurant and about your experience and that is very nice.,0,0,0,1,0
"Great vibe, lots of people.",1,0,0,0,0
The all-Italian staff is warm and engaging from the start.,0,0,0,1,0
Never fails to please.,0,1,0,0,0
The prices are exceptionally reasonable for food of this caliber.,0,0,1,0,1
We go often.,0,1,0,0,0
And I could do without the cigar smoke.,1,0,0,0,0
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,1,1,0,0,0
The food was exceptional.,0,0,1,0,0
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,0,0,1,0,0
Decor leaves something to be desired.,1,0,0,0,0
"Great food  spinach and corn dumplings and massamman curry , very friendly and no nonsense service and a clean and funky bathroom.",1,0,1,1,0
"The food was amazing, the service was so attentive and personable, and how about that ambience!",1,0,1,1,0
The location is perfect.,1,0,0,0,0
Too cold to enjoy.,1,0,0,0,0
"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.",0,1,0,0,0
this place is amazingly bad.,0,1,0,0,0
Have the iced tea.,0,0,1,0,0
The food always tastes fresh and served promptly.,0,0,1,1,0
Where Gabriela personaly greets you and recommends you what to eat.,0,0,0,1,0
i would just ask for no oil next time.,0,1,0,0,0
"Worth it for a special occasion, or any time!",0,1,0,0,0
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,1,0,0,1,0
"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",1,0,0,1,0
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",0,0,1,1,0
"I didn't take a look at the rest menu, but the oysters were fantastic.",0,0,1,0,0
instead ordered an ice cold beer which to me works with indian.,0,1,0,0,0
"Well worth the trip, close to City Hall and downtown subway stops.",0,1,0,0,0
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",0,1,0,0,0
Don't be fooled by crowds of people.,0,1,0,0,0
"Now at the top of our list, Del Frisco's Steakhouse.",0,1,0,0,0
"and i have been around the block, to say the very least.",0,1,0,0,0
Pair you food with the excellent beers on tap or their well priced wine list.,0,0,1,0,1
The pizza was pretty good and huge.,0,0,1,0,0
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars  a growing legion  and checking on newcomers.",0,0,1,1,0
I'll keep this short.,0,1,0,0,0
keep up the good work.,0,1,0,0,0
and never strayed.,0,1,0,0,0
"This restaurant is not worth the time, effort, or money to say the least.",0,1,0,0,1
I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,0,1,0,0,0
my first time here was with my gf for our 12 month anniversary.,0,1,0,0,0
I am happy i did the food was awsome.,0,0,1,0,0
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",0,0,1,1,0
honestly the worst sushi my husband and i had in our entire lives.,0,0,1,0,0
This place is a great stop for great food.,0,0,1,0,0
"Late nite omelletes are not good here, there is no variety!",0,0,1,0,0
Wonderful strawberry daiquiries as well!,0,0,1,0,0
"However, it just so happens that there's an even more amazing place just down the street.",0,1,0,0,0
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",0,0,1,1,0
it's a perfect place to have a amanzing indian food.,0,0,1,0,0
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,0,0,1,1,0
Don't go.,0,1,0,0,0
"They have it all -- great price, food, and service.",0,0,1,1,1
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,0,0,1,0,0
The food is tasty and portion sizes are appropriate.,0,0,1,0,0
Chance is a joke.,0,1,0,0,0
This is my first time writing a review for a restaurant because the food and service was excellent.,0,1,1,1,0
I go and eat out at many different restaurants and this is one place you have go and try.,0,1,0,0,0
This isn't your corner Chinese food takeout.,0,1,0,0,0
"But WARNING: to all those that use this site be weary, be very weary of recommendations.",0,1,0,0,0
No you're going to go back because the food was good.,0,1,1,0,0
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,0,0,0,1,0
Buon appetito!,0,1,0,0,0
We thought that this place is using too much of MSG cooking in the foods.,0,0,1,0,0
Try the sea bass.,0,0,1,0,0
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,1,0,0,0,0
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,0,1,0,0,0
The bagels are also reasonably priced for NYC.,0,0,0,0,1
This should have been done in a back room - away from customers.,0,1,0,0,0
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",0,0,1,0,0
The red sliding doors may be unique but they do not block off the cold air from the outside.,1,0,0,0,0
The prices and ambience are especially great considering it's in the West Village.,1,0,0,0,1
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",0,1,0,0,0
I went there in late afternoon for some bite size food and refleshment with my date.,0,1,0,0,0
The service is outstanding and my crab-cake eggs benedict could not have been better.,0,0,1,1,0
For dollar 600   the most we have ever paid  not even waving a magic wand will ever get us back for a repeat performance.,0,0,0,0,1
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,1,0,0,0,1
The service is awful.,0,0,0,1,0
Really tasty spring rolls and noodles for a good price though.,0,0,1,0,1
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",0,0,1,0,0
Katz's has been a NYC original for over 100 years.,0,1,0,0,0
"Great spot, whether looking for a couple of drinks or quiet dinner.",1,0,0,0,0
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",1,0,0,0,0
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,1,0,1,0,1
The white bean brushetta to start was incredible and the pasta was phenomenal.,0,0,1,0,0
Will go back but only sate those homesick stomach cravings!,0,1,0,0,0
This place is worth an one-hour drive.,0,1,0,0,0
I've lived in NY for 5 years and this place has it all.,0,1,0,0,0
"We love the food, drinks, and atmosphere!",1,0,1,0,0
The people in the restaurant were pretty obnoxious and loud.,1,0,0,0,0
they live up to the thai way of living.,0,1,0,0,0
love the food.,0,0,1,0,0
I have been twice to this restaurant.,0,1,0,0,0
"Out of the hundreds of Italian restaurants in Queens, this is among the best.",0,1,0,0,0
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",0,0,1,0,0
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",0,1,0,0,0
Amazing!,0,1,0,0,0
The selection changes frequently but the basic dishes are always available.,0,0,1,0,0
Visited there while on vacation and reading the reviews.,0,1,0,0,0
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",0,1,0,0,0
We had the lobster sandwich and it was FANTASTIC.,0,0,1,0,0
THE FRANKENSTEIN SHOW WAS THE BEST.,0,1,0,0,0
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",0,1,0,0,0
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",0,0,0,1,0
I think locals rate this place so high.,0,1,0,0,0
I would not recommend this place to anyone.,0,1,0,0,0
I was so sad to read the bad reviews this place got!,0,1,0,0,0
I heartily recommend.,0,1,0,0,0
The food is authentic Italian - delicious!,0,0,1,0,0
We could only get through an appetizer and cheese fondue.,0,1,1,0,0
"I am not a vegetarian but, almost all the dishes were great.",0,0,1,0,0
"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant.",0,1,0,0,0
IT WAS HORRIBLE.,0,1,0,0,0
We were looking forward to nice glass of Sangria when we arrived.,0,0,1,0,0
We will definitely go back.,0,1,0,0,0
"A very inviting restaurant, with friendly service.",1,0,0,1,0
"They kindly brought us more to see if it was better, but it was not!",0,0,1,0,0
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",0,0,0,1,0
The food is great.,0,0,1,0,0
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",0,0,1,0,0
Delivery is fast too.,0,0,0,1,0
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",1,1,0,0,0
We just ate at Kai and were disapointed.,0,1,0,0,0
"The service was attentive, yet discreet.",0,0,0,1,0
"I got the dollar 10 10-piece dim sum combo, every bite of which was great.",0,0,1,0,1
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",0,0,1,0,0
"The food was delicious  I had a halibut special, my husband had steak , and the service was top-notch.",0,0,1,1,0
They couldn't even make a salad that was appealing.,0,0,1,0,0
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",0,0,1,0,0
Check it out,0,1,0,0,0
"Sure, the setting is nice.",1,0,0,0,0
Their Margarita is best I've had since I've returned from Naples!,0,0,1,0,0
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",0,0,1,0,0
I will never visit this restaurant again.,0,1,0,0,0
Great value for the quality ingredients.,0,0,1,0,1
brick oven gallery is My pick for best pizza restaurant anywhere.,0,1,0,0,0
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,0,0,1,0,0
The entertainment was great they have shows that go on through out the dinner.,1,0,0,0,0
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",0,0,0,1,0
moral stay away.,0,1,0,0,0
The price was extremely reasonable for the appetizers and food we ate.,0,0,0,0,1
Not pretentious and very economical.,1,0,0,0,1
"The food however, is what one might expect.",0,0,1,0,0
Their coffee is quite good too!,0,0,1,0,0
"Last memorial day, I tried to make reservations but was told they were closed that weekend  interesting, but... .",0,1,0,1,0
The filet mignon dish was superb!,0,0,1,0,0
Stuffing yourself with Japanese food is a rare thing.,0,0,1,0,0
The food was lousy - too sweet or too salty and the portions tiny.,0,0,1,0,0
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,0,0,1,0,0
"The service, however, was a bright flower in a garden.",0,0,0,1,0
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",1,0,1,0,0
skip dessert.,0,0,1,0,0
We bring in a party of ten or so every week.,0,1,0,0,0
"Go, go, hurry, before everyone finds out about it.",0,1,0,0,0
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,0,0,1,0,0
"Great for groups, great for a date, great for early brunch or a nightcap.",1,0,0,0,0
they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,0,1,0,0,0
The neighborhood was nice though so check out another restaurant instead.,0,1,0,0,0
"If you live outside the neighborhood, don't bother!",0,1,0,0,0
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",0,0,1,0,0
"I'm from England, and Haru's was the best I had in NYC.",0,1,0,0,0
"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",0,1,0,0,0
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",0,0,0,1,0
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",0,0,1,0,0
It was divine melts in your mouth.,0,0,1,0,0
Every course was better than the next.,0,0,1,0,0
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro  Fatty Tuna , Sea Eel, etc.",0,0,1,0,0
I think that it is absolutely brilliant and well runned business operation.,0,1,0,0,0
and for this i had to shell out a small fortune?,0,0,0,0,1
"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",0,1,0,0,0
The worst excuse for Japanese food I've ever encountered.,0,1,0,0,0
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",0,1,1,0,0
I've never been disappointed.,0,1,0,0,0
I would defiantly come back here again as one of my top choices.,0,1,0,0,0
Definitely worth the trip to Battery Park City!,0,1,0,0,0
"Service is great, takeout is good too.",0,0,1,1,0
And really large portions.,0,0,1,0,0
You can barely see who you are with never mind have a conversation.,1,0,0,0,0
We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,0,0,1,0,0
Finally!,0,1,0,0,0
"Overall, excellent restaurant!",0,1,0,0,0
IT is the best deal in town for a Monday night dinner at a fine restaurant.,0,0,0,0,1
The food is prepared quickly and efficiently.,0,0,1,0,0
But I just would like to say I read the reviews people left and thats why I checked it out.,0,1,0,0,0
"Service was prompt, friendly and great.",0,0,0,1,0
Their pad penang is delicious and everything else is fantastic.,0,0,1,0,0
My girlfiends and I ate at O.G. again last night.,0,1,0,0,0
Although we were looking for regular lettuce and some walnuts the salads we got were great.,0,0,1,0,0
It will be on my to do list the next visit to NYC.,0,1,0,0,0
Best drumsticks over rice and sour spicy soup in town!,0,0,1,0,0
Make sure you have the Spicy Scallop roll.. .,0,0,1,0,0
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,0,1,0,0,0
"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.",0,1,0,0,0
"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",1,0,0,1,0
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,0,1,0,0,0
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",0,1,1,0,0
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",0,1,1,0,0
It is very overpriced and not very tasty.,0,0,1,0,1
It was tiny and I felt like I was eating in someone's living room.,1,0,0,0,0
"Our waitress was sweet and accomodating, not overbearing.",0,0,0,1,0
Two words: Free wine.,0,0,0,0,1
This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,0,0,1,0,0
The place is so cool and the service is prompt and curtious.,1,0,0,1,0
"I've been there a few times, and I usually end up sitting next to some pretty odd people.",0,1,0,0,0
"Service was warm and attentive, beef carpaachio was exellent  huge portion  and pasta was fresh and well-prepared.",0,0,1,1,0
All of the pizzas are terrific and the price is even better!,0,0,1,0,1
"Worse of all, dollar 60 was erroneously added to our dollar 80 bill.",0,0,0,1,0
She lives nearby but had never gone to this establishment thinking that it might be too touristy.,0,1,0,0,0
I grew up on these bagels.,0,1,0,0,0
Not too crazy about their sake martini.,0,0,1,0,0
"Warm, comfortable surroundings, nice appointments  witness the etched glass and brickwork separating the dining rooms .",1,0,0,0,0
Located at the end of a magnificent block.,1,0,0,0,0
"In addition, the food is very good and the prices are reasonable.",0,0,1,0,1
So some of the reviews here are accurate about the crowd and noise.,0,1,0,0,0
The service was excellent and the food was delicious.,0,0,1,1,0
My girlfriend convinced me to go in the other night for a quick bite.,0,1,0,0,0
"If you were there when it first opened, give this restaurant a second chance.",0,1,0,0,0
Kudos Haru,0,1,0,0,0
The exotic food is beautifully presented and is a delight in delicious combinations.,0,0,1,0,0
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly dollar 100.",0,0,1,0,1
If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,0,1,0,0,0
Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,0,1,0,0,0
I loved it.,0,1,0,0,0
 I've ordered from the 2nd ave.,0,1,0,0,0
Surprisingly nothing could be further from the truth.,0,1,0,0,0
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,1,0,0,1,0
Nice find.,0,1,0,0,0
Our server was very helpful and friendly.,0,0,0,1,0
"That place was awesome,,,  sally !",0,1,0,0,0
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",0,1,1,0,1
I'm happy to have Nosh in the neighborhood and the food is very comforting.,0,1,1,0,0
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",1,0,1,1,0
"We had great desserts  including the best cannoli I've ever had  and then they offered an after dinner drink, on the house.",0,0,1,1,0
"Butter was melted, white wine warm, cheese oozing everywhere.",0,0,1,0,0
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,0,0,1,0,0
"Rao is a good restaurant, but it's nothing special.",0,1,0,0,0
The hostess is rude to the point of being offensive.,0,0,0,1,0
At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.,0,1,0,0,0
"The owner is very friendly and a great guy, go try his pizza, you'll like it!",0,0,1,1,0
My wife and I were in NYC celebrating our 30th anniversary.,0,1,0,0,0
Food was average but tasty.,0,0,1,0,0
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the dollar 5.99 lunch buffet makes it an even better choice for lunch!",1,0,1,1,1
Steamed fresh so brought hot hot hot to your table.,0,0,1,0,0
I've waited over one hour for food.,0,0,0,1,0
From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,0,0,0,1,0
"I had the black cod with yuzu sauce, which was wonderful.",0,0,1,0,0
The wine the service was very good too.,0,0,1,1,0
during happy hour!,0,1,0,0,0
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",0,0,1,0,0
My mouth starts to water merely thinking about the delight that is this restaurant.,0,0,1,0,0
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,0,0,0,1,0
"The flavors are great, and the menu is extensive.",0,0,1,0,0
Jimmy's is hands down the hottest night spot in the Bronx.,1,0,0,0,0
"Yeah, sometimes the service can be slow.",0,0,0,1,0
The wine selection  by the glass and bottle  is wonderful and I always recommend that friends make a reservation if they're going to be in town.,0,1,1,0,0
Hats off to the chef.,0,0,1,0,0
They even have a section in the menu called American Chinese food!,0,0,1,0,0
I have eaten at many pizza places around NYC and this is hands down the worst.,0,1,0,0,0
It's a rather cramped and busy restaurant and it closes early.,1,0,0,0,0
"The food was below average, the service was pathetic, there was no ambience at all.",1,0,1,1,0
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",0,0,1,1,0
I was there on sat.,0,1,0,0,0
The sushi was awful!,0,0,1,0,0
At first i was rolling my ideas of yet another French place on the UES.,0,1,0,0,0
I was glad I did.,0,1,0,0,0
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,0,0,0,1,0
The food was bland oily.,0,0,1,0,0
The ambience is authentic and relaxing and we have always received attentive and prompt service.,1,0,0,1,0
We had a great time at the Jekyll and hyde Pub last night.,0,1,0,0,0
THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!,0,1,0,0,0
I was pleasantly surprised to find this gem in Hoboken.,0,1,0,0,0
I've been many time and have never been disappointed.,0,1,0,0,0
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",1,0,1,0,0
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",0,0,0,1,0
The wine list is excellent.,0,0,1,0,0
I plan on eating here more often.,0,1,0,0,0
I am bringing my whole family back next time.,0,1,0,0,0
This was the worst dining experience I've ever had.,0,1,0,0,0
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",0,0,1,1,0
This is an amazing place to try some roti rolls.,0,0,1,0,0
The only thing the waiters don't do for you is wipe your chin when you leave.,0,0,0,1,0
"It's usually packed for good reason, esp.",0,1,0,0,0
I've been to Naples 45 for dinner twice.,0,1,0,0,0
They even scoop it out nice  for those on a diet  not too much not to little.,0,0,0,1,0
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",0,0,1,0,0
Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,0,1,0,0,0
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,0,1,0,0,0
I'm saving up for my next visit.,0,1,0,0,0
i actually feel like i should keep it a secret.,0,1,0,0,0
"I'm from sichuan, this is the restaurant I recommend going.",0,1,0,0,0
After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,0,1,0,0,0
This food is asian-air fusion.,0,0,1,0,0
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,0,1,0,0,0
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,0,1,0,0,0
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",0,0,1,0,0
"I am completely hooked on this place, it is ridiculous.",0,1,0,0,0
I have been to Casimir over 5 times and I have always had a great time there.,0,1,0,0,0
